,,Update met_cortoplazo_producto,,,,,,,,,,,
,, set cve_producto= ,, where id_producto =,,,,,,,,,"select
`proy`.`id_catalogo_unidad` AS `id_unidad_admiva`,
`proy`.`id_proyecto` AS `id_proyecto`,
`proy`.`cve_proyecto` AS `cve_proyecto`,
`proy`.`cx_nombre_proyecto` AS `cx_nombre_proyecto`,
`act`.`id_actividad` AS `id_actividad`,
`prod`.`cve_producto` AS `cve_producto`,
`prod`.`id_producto` AS `id_producto`
from ((`met_cortoplazo_proyecto` `proy` join `met_cortoplazo_actividad` `act` on((`proy`.`id_proyecto` = `act`.`id_proyecto`))) 
join `met_cortoplazo_producto` `prod` on((`act`.`id_actividad` = `prod`.`id_actividad`))) 
where ((`proy`.`id_catalogo_unidad` is not null) and (`proy`.`cs_estatus` <> 'B') and (`act`.`cs_estatus` <> 'B') and (`prod`.`cs_estatus` <> 'B'))
order by 1,2,3,4;"
Etiquetas de fila,,,,,,,,,,,,,
683,,,,,,,,,,,,,
586,1,Update met_cortoplazo_producto set cve_producto= 1 where id_producto =586,,,,,,,,,,,
587,2,Update met_cortoplazo_producto set cve_producto= 2 where id_producto =587,,,,,,,,,,,
757,3,Update met_cortoplazo_producto set cve_producto= 3 where id_producto =757,,,,,,,,,,,
686,,,,,,,,,,,,,
600,1,Update met_cortoplazo_producto set cve_producto= 1 where id_producto =600,,,,,,,,,,,
603,2,Update met_cortoplazo_producto set cve_producto= 2 where id_producto =603,,,,,,,,,,,
687,,,,,,,,,,,,,
588,1,Update met_cortoplazo_producto set cve_producto= 1 where id_producto =588,,,,,,,,,,,
589,2,Update met_cortoplazo_producto set cve_producto= 2 where id_producto =589,,,,,,,,,,,
590,3,Update met_cortoplazo_producto set cve_producto= 3 where id_producto =590,,,,,,,,,,,
591,4,Update met_cortoplazo_producto set cve_producto= 4 where id_producto =591,,,,,,,,,,,
690,,,,,,,,,,,,,
592,1,Update met_cortoplazo_producto set cve_producto= 1 where id_producto =592,,,,,,,,,,,
596,2,Update met_cortoplazo_producto set cve_producto= 2 where id_producto =596,,,,,,,,,,,
597,3,Update met_cortoplazo_producto set cve_producto= 3 where id_producto =597,,,,,,,,,,,
747,4,Update met_cortoplazo_producto set cve_producto= 4 where id_producto =747,,,,,,,,,,,
698,,,,,,,,,,,,,
594,1,,,,,,,,,,,,
595,2,,,,,,,,,,,,
758,3,,,,,,,,,,,,
767,4,,,,,,,,,,,,
781,5,,,,,,,,,,,,
790,6,,,,,,,,,,,,
791,7,,,,,,,,,,,,
818,8,,,,,,,,,,,,
819,9,,,,,,,,,,,,
708,,,,,,,,,,,,,
643,1,,,,,,,,,,,,
646,2,,,,,,,,,,,,
647,3,,,,,,,,,,,,
648,4,,,,,,,,,,,,
649,5,,,,,,,,,,,,
650,6,,,,,,,,,,,,
652,7,,,,,,,,,,,,
655,8,,,,,,,,,,,,
656,9,,,,,,,,,,,,
659,10,,,,,,,,,,,,
663,11,,,,,,,,,,,,
664,12,,,,,,,,,,,,
665,13,,,,,,,,,,,,
667,14,,,,,,,,,,,,
668,15,,,,,,,,,,,,
669,16,,,,,,,,,,,,
671,17,,,,,,,,,,,,
672,18,,,,,,,,,,,,
673,19,,,,,,,,,,,,
674,20,,,,,,,,,,,,
675,21,,,,,,,,,,,,
676,22,,,,,,,,,,,,
680,23,,,,,,,,,,,,
682,24,,,,,,,,,,,,
683,25,,,,,,,,,,,,
685,26,,,,,,,,,,,,
688,27,,,,,,,,,,,,
690,28,,,,,,,,,,,,
691,29,,,,,,,,,,,,
692,30,,,,,,,,,,,,
694,31,,,,,,,,,,,,
695,32,,,,,,,,,,,,
714,,,,,,,,,,,,,
610,1,,,,,,,,,,,,
611,2,,,,,,,,,,,,
613,3,,,,,,,,,,,,
614,4,,,,,,,,,,,,
615,5,,,,,,,,,,,,
616,6,,,,,,,,,,,,
617,7,,,,,,,,,,,,
618,8,,,,,,,,,,,,
619,9,,,,,,,,,,,,
620,10,,,,,,,,,,,,
621,11,,,,,,,,,,,,
622,12,,,,,,,,,,,,
623,13,,,,,,,,,,,,
626,14,,,,,,,,,,,,
628,15,,,,,,,,,,,,
629,16,,,,,,,,,,,,
631,17,,,,,,,,,,,,
632,18,,,,,,,,,,,,
633,19,,,,,,,,,,,,
634,20,,,,,,,,,,,,
635,21,,,,,,,,,,,,
636,22,,,,,,,,,,,,
638,23,,,,,,,,,,,,
640,24,,,,,,,,,,,,
731,25,,,,,,,,,,,,
732,26,,,,,,,,,,,,
733,27,,,,,,,,,,,,
736,28,,,,,,,,,,,,
744,29,,,,,,,,,,,,
785,30,,,,,,,,,,,,
829,31,,,,,,,,,,,,
721,,,,,,,,,,,,,
612,,,,,,,,,,,,,
625,,,,,,,,,,,,,
642,,,,,,,,,,,,,
651,,,,,,,,,,,,,
654,,,,,,,,,,,,,
657,,,,,,,,,,,,,
670,,,,,,,,,,,,,
746,,,,,,,,,,,,,
624,,,,,,,,,,,,,
627,,,,,,,,,,,,,
630,,,,,,,,,,,,,
637,,,,,,,,,,,,,
639,,,,,,,,,,,,,
677,,,,,,,,,,,,,
678,,,,,,,,,,,,,
681,,,,,,,,,,,,,
686,,,,,,,,,,,,,
689,,,,,,,,,,,,,
698,,,,,,,,,,,,,
700,,,,,,,,,,,,,
702,,,,,,,,,,,,,
747,,,,,,,,,,,,,
662,,,,,,,,,,,,,
666,,,,,,,,,,,,,
679,,,,,,,,,,,,,
684,,,,,,,,,,,,,
687,,,,,,,,,,,,,
693,,,,,,,,,,,,,
697,,,,,,,,,,,,,
699,,,,,,,,,,,,,
703,,,,,,,,,,,,,
704,,,,,,,,,,,,,
749,,,,,,,,,,,,,
696,,,,,,,,,,,,,
701,,,,,,,,,,,,,
705,,,,,,,,,,,,,
706,,,,,,,,,,,,,
707,,,,,,,,,,,,,
708,,,,,,,,,,,,,
710,,,,,,,,,,,,,
711,,,,,,,,,,,,,
750,,,,,,,,,,,,,
709,,,,,,,,,,,,,
715,,,,,,,,,,,,,
717,,,,,,,,,,,,,
718,,,,,,,,,,,,,
719,,,,,,,,,,,,,
720,,,,,,,,,,,,,
721,,,,,,,,,,,,,
722,,,,,,,,,,,,,
723,,,,,,,,,,,,,
751,,,,,,,,,,,,,
712,,,,,,,,,,,,,
713,,,,,,,,,,,,,
714,,,,,,,,,,,,,
716,,,,,,,,,,,,,
727,,,,,,,,,,,,,
775,,,,,,,,,,,,,
752,,,,,,,,,,,,,
724,,,,,,,,,,,,,
725,,,,,,,,,,,,,
726,,,,,,,,,,,,,
728,,,,,,,,,,,,,
755,,,,,,,,,,,,,
729,,,,,,,,,,,,,
730,,,,,,,,,,,,,
735,,,,,,,,,,,,,
740,,,,,,,,,,,,,
743,,,,,,,,,,,,,
766,,,,,,,,,,,,,
737,,,,,,,,,,,,,
739,,,,,,,,,,,,,
741,,,,,,,,,,,,,
742,,,,,,,,,,,,,
768,,,,,,,,,,,,,
748,,,,,,,,,,,,,
772,,,,,,,,,,,,,
750,,,,,,,,,,,,,
787,,,,,,,,,,,,,
753,,,,,,,,,,,,,
788,,,,,,,,,,,,,
754,,,,,,,,,,,,,
789,,,,,,,,,,,,,
755,,,,,,,,,,,,,
795,,,,,,,,,,,,,
756,,,,,,,,,,,,,
796,,,,,,,,,,,,,
759,,,,,,,,,,,,,
760,,,,,,,,,,,,,
797,,,,,,,,,,,,,
761,,,,,,,,,,,,,
798,,,,,,,,,,,,,
762,,,,,,,,,,,,,
799,,,,,,,,,,,,,
763,,,,,,,,,,,,,
800,,,,,,,,,,,,,
764,,,,,,,,,,,,,
801,,,,,,,,,,,,,
765,,,,,,,,,,,,,
802,,,,,,,,,,,,,
766,,,,,,,,,,,,,
805,,,,,,,,,,,,,
786,,,,,,,,,,,,,
787,,,,,,,,,,,,,
807,,,,,,,,,,,,,
768,,,,,,,,,,,,,
862,,,,,,,,,,,,,
769,,,,,,,,,,,,,
832,,,,,,,,,,,,,
863,,,,,,,,,,,,,
770,,,,,,,,,,,,,
877,,,,,,,,,,,,,
782,,,,,,,,,,,,,
783,,,,,,,,,,,,,
784,,,,,,,,,,,,,
878,,,,,,,,,,,,,
771,,,,,,,,,,,,,
879,,,,,,,,,,,,,
772,,,,,,,,,,,,,
880,,,,,,,,,,,,,
773,,,,,,,,,,,,,
883,,,,,,,,,,,,,
774,,,,,,,,,,,,,
884,,,,,,,,,,,,,
776,,,,,,,,,,,,,
823,,,,,,,,,,,,,
885,,,,,,,,,,,,,
777,,,,,,,,,,,,,
887,,,,,,,,,,,,,
778,,,,,,,,,,,,,
888,,,,,,,,,,,,,
779,,,,,,,,,,,,,
891,,,,,,,,,,,,,
780,,,,,,,,,,,,,
899,,,,,,,,,,,,,
788,,,,,,,,,,,,,
900,,,,,,,,,,,,,
789,,,,,,,,,,,,,
905,,,,,,,,,,,,,
792,,,,,,,,,,,,,
793,,,,,,,,,,,,,
797,,,,,,,,,,,,,
906,,,,,,,,,,,,,
794,,,,,,,,,,,,,
907,,,,,,,,,,,,,
795,,,,,,,,,,,,,
908,,,,,,,,,,,,,
796,,,,,,,,,,,,,
913,,,,,,,,,,,,,
798,,,,,,,,,,,,,
914,,,,,,,,,,,,,
799,,,,,,,,,,,,,
915,,,,,,,,,,,,,
800,,,,,,,,,,,,,
916,,,,,,,,,,,,,
801,,,,,,,,,,,,,
802,,,,,,,,,,,,,
920,,,,,,,,,,,,,
804,,,,,,,,,,,,,
921,,,,,,,,,,,,,
805,,,,,,,,,,,,,
922,,,,,,,,,,,,,
806,,,,,,,,,,,,,
807,,,,,,,,,,,,,
821,,,,,,,,,,,,,
822,,,,,,,,,,,,,
923,,,,,,,,,,,,,
808,,,,,,,,,,,,,
924,,,,,,,,,,,,,
827,,,,,,,,,,,,,
828,,,,,,,,,,,,,
831,,,,,,,,,,,,,
833,,,,,,,,,,,,,
925,,,,,,,,,,,,,
824,,,,,,,,,,,,,
926,,,,,,,,,,,,,
825,,,,,,,,,,,,,
826,,,,,,,,,,,,,
946,,,,,,,,,,,,,
830,,,,,,,,,,,,,
954,,,,,,,,,,,,,
834,,,,,,,,,,,,,
963,,,,,,,,,,,,,
836,,,,,,,,,,,,,
964,,,,,,,,,,,,,
835,,,,,,,,,,,,,
Total general,,,,,,,,,,,,,
